	E.CON	NEG.CON	NEG.CON2	ExN.Nereotest.ExN.1	ExN.Nereotest.ExN.2	ExN.Nereotest.ExN.3	ExN.Nereotest.ExN.4	ExN.Nereotest.ExN.5	ExN.Nereotest.Nereo.1	ExN.Nereotest.Nereo.2	ExN.Nereotest.Nereo.3	ExN.Nereotest.Nereo.4	ExN.Nereotest.Nereo.5	ExN.Nereotest.Mast.1	ExN.Nereotest.Mast.2	ExN.Nereotest.Mast.3	ExN.Nereotest.Mast.4	ExN.Nereotest.Mast.5	ExN.Nereotest.NereoMast.1	ExN.Nereotest.NereoMast.2	ExN.Nereotest.NereoMast.3	ExN.Nereotest.NereoMast.4	ExN.Nereotest.NereoMast.5	Nereo.Loneincube.Nereo.1	Nereo.Loneincube.Nereo.2	Nereo.Loneincube.Nereo.3	Nereo.Loneincube.Nereo.4	Nereo.Loneincube.Nereo.5	Mast.Loneincube.Mast.1	Mast.Loneincube.Mast.2	Mast.Loneincube.Mast.3	Mast.Loneincube.Mast.4	Mast.Loneincube.Mast.5	Water.Nereotest.H2O.1	Water.Nereotest.H2O.2	Water.Nereotest.H2O.3	Water.Nereotest.H2O.4	Water.Nereotest.H2O.5	Water.Nereotest.ExN.1	Water.Nereotest.ExN.2	Water.Nereotest.ExN.3	Water.Nereotest.ExN.4	Water.Nereotest.ExN.5	Water.Nereotest.Nereo.1	Water.Nereotest.Nereo.2	Water.Nereotest.Nereo.3	Water.Nereotest.Nereo.4	Water.Nereotest.Nereo.5	Water.Nereotest.Mast.1	Water.Nereotest.Mast.2	Water.Nereotest.Mast.3	Water.Nereotest.Mast.4	Water.Nereotest.Mast.5	Water.Nereotest.NereoMast.1	Water.Nereotest.NereoMast.2	Water.Nereotest.NereoMast.3	Water.Nereotest.NereoMast.4	Water.Nereotest.NereoMast.5	YoungNereo.Environmental.Brockton.1	YoungNereo.Environmental.Brockton.2	YoungNereo.Environmental.Brockton.3	YoungNereo.Environmental.Brockton.4	YoungNereo.Environmental.Brockton.5	OldNereo.Environmental.Brockton.1	OldNereo.Environmental.Brockton.2	OldNereo.Environmental.Brockton.3	OldNereo.Environmental.Brockton.4	OldNereo.Environmental.Brockton.5	water.Loneincube.Mast.1	water.Loneincube.Mast.2	water.Loneincube.Mast.3	water.Loneincube.Mast.4	water.Loneincube.Mast.5	water.Loneincube.Nereo.1	water.Loneincube.Nereo.2	water.Loneincube.Nereo.3	water.Loneincube.Nereo.4	Mast.Environmental.Brockton.1	Mast.Environmental.Brockton.2	Mast.Environmental.Brockton.3	Mast.Environmental.Brockton.4	Mast.Environmental.Brockton.5	Nereocystis.Environmental.StarfishInner.1	Nereocystis.Environmental.StarfishInner.2	Nereocystis.Environmental.StarfishInner.3	Nereocystis.Environmental.StarfishInner.4	Nereocystis.Environmental.StarfishOuter2.1	Nereocystis.Environmental.StarfishOuter3.2	Nereocystis.Environmental.StarfishOuter4.3	Nereocystis.Environmental.StarfishOuter5.4	Water.Environmental.StarfishInner.1	Water.Environmental.StarfishInner.2	Water.Environmental.StarfishInner.3	Water.Environmental.StarfishOuter.1	Water.Environmental.StarfishOuter.2	Water.Environmental.StarfishOuter.3	taxonomy
7061	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	6	2	0	0	1	0	0	0	0	0	2	31	50	69	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	27	47	56	8	10	23	14	30	0	1	0	0	0	0	0	0	0	2	0	29	3	1	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium
21252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	121	105	115	180	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __JL-ETNP-Y6; __JL-ETNP-Y6; __uncultured_bacterium
14215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	15	99	160	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	112	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Acidobacteria; __Blastocatellia; __Blastocatellales; __Blastocatellaceae_(Subgroup_4); __Blastocatella; __uncultured_bacterium
22264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	3	3	0	0	0	2	11	15	12	9	5	42	26	7	67	20	0	28	2	10	14	5	30	44	28	68	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	3	0	27	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __uncultured
22966	0	0	0	1	71	9	1	1	0	0	0	0	0	0	0	0	4	0	14	4	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	2	0	7	0	0	0	0	0	0	3	4	0	1	2	16	0	32	8	23	23	88	0	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	1	7	4	17	24	7	1	0	0	1	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
18735	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	130	206	72	1	2	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	4	2	2	2	0	0	8	1	2	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	3	76	1	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Betaproteobacteria; __Methylophilales; __Methylophilaceae; __Methylotenera; __uncultured_bacterium
6048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	47	22	12	4	0	0	0	0	0	0	0	0	0	0	0	219	0	4	25	2	0	42	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
2878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	6	36	41	23	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	52	20	51	29	6	22	9	18	5	0	0	0	0	0	5	1	0	0	0	0	34	2	4	0	0	0	0	0	2	5	18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __uncultured_bacterium
23315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	4	0	1	4	4	34	5	7	3	35	49	0	3	40	0	17	44	28	11	2	45	21	44	37	0	0	1	0	0	0	0	0	0	1	0	7	3	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter; __uncultured_bacterium
19092	0	0	0	0	0	117	0	1	0	0	0	0	208	0	0	9	3	0	1	0	0	0	0	0	0	19	0	0	7	9	18	21	3	0	0	0	0	0	0	0	0	1	0	0	6	0	3	0	0	5	5	5	3	3	3	2	1	2	0	3	1	0	0	23	23	7	0	0	0	7	1	0	0	0	0	1	0	5	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __uncultured; __uncultured; __uncultured_bacterium
18292	0	0	0	16	2	7	0	0	0	75	79	11	1	0	0	2	7	0	0	23	63	19	23	5	0	3	22	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	7	5	5	12	14	0	0	0	0	0	1	3	33	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Glaciecola
17140	0	0	0	3	9	134	7	46	0	1	0	0	0	0	2	1	3	0	0	8	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	23	3	6	0	3	0	0	29	0	1	1	0	11	0	1	0	1	0	53	15	2	26	19	2	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	3	0	1	0	0	0	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
10588	0	1	0	0	0	1	0	0	0	7	0	8	3	0	0	3	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	55	39	0	20	14	25	42	8	41	39	10	3	2	38	23	0	1	2	0	4	0	3	12	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	27	1	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
3964	2	0	0	0	1	1	0	2	1	2	12	0	31	0	4	4	2	0	8	14	1	2	1	76	5	0	5	0	12	20	27	3	45	0	0	0	0	1	0	2	2	0	1	9	26	1	4	19	0	11	1	7	9	9	11	3	5	3	0	1	0	0	0	0	4	9	3	2	1	2	0	0	7	7	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bradymonadales; __Bradymonadales; __Bradymonadales; __uncultured_bacterium
10586	0	0	0	0	0	1	0	1	0	3	0	8	1	0	0	2	2	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	60	36	0	30	13	29	25	11	25	50	8	3	4	34	19	0	1	2	0	2	1	4	9	1	6	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8	33	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
13084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	77	0	2	0	0	0	6	0	0	0	9	2	2	0	6	3	0	1	0	0	0	1	20	33	31	309	0	Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionI; __FamilyI; __Synechococcus; __uncultured_bacterium
2225	0	0	0	0	10	6	0	1	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	5	3	2	2	7	13	39	0	3	3	37	8	11	4	39	5	28	1	7	15	0	0	4	2	3	0	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	6	1	2	0	1	1	0	0	0	0	0	0	0	2	0	1	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae
18484	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	3	1	0	5	1	0	3	3	3	5	2	0	0	17	5	1	7	4	2	0	0	0	0	0	0	0	0	0	4	0	11	2	1	0	10	46	2	4	18	27	230	1	61	0	0	2	0	0	0	0	2	0	1	0	22	0	1	1	7	0	11	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured
11594	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	1	9	4	0	1	0	475	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Reinekea
7418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	2	0	0	134	61	97	12	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	22	25	1	18	3	7	12	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Leadbetterella; __uncultured_bacterium
18541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	62	0	0	16	2	24	0	4	14	12	2	1	1	2	1	37	11	27	29	2	8	6	3	8	0	0	0	0	0	0	0	0	0	0	5	81	4	2	16	29	0	23	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Pseudohongiella
16634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	65	27	72	67	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	6	9	2	5	2	3	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	26	1	93	9	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae
10739	0	0	0	0	1	0	0	0	0	2	0	5	1	0	0	6	3	0	21	22	0	47	2	3	1	11	32	5	0	1	0	1	0	0	0	0	0	0	1	3	4	0	3	5	42	3	97	4	0	0	8	4	0	2	28	5	73	1	0	0	3	0	0	1	0	1	0	1	0	0	0	0	16	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __SM2D12; __SM2D12; __uncultured_organism
21718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	18	75	46	68	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	5	15	2	6	4	4	6	0	6	2	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	5	11	85	7	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Pricia
13363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	7	0	1	0	0	0	0	0	0	72	21	72	10	72	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	46	27	42	4	13	13	5	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	19	25	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium
11144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	86	57	115	195	0	Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast; __Rhizosolenia_setigera
10926	0	0	0	0	1	3	0	1	3	0	0	0	0	0	0	1	1	0	6	4	0	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	2	3	0	1	1	0	0	0	0	0	0	1	1	0	0	1	3	2	0	1	42	56	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	11	66	24	152	18	6	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Litorimonas
14889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	72	10	6	9	37	0	0	0	0	0	1	7	0	0	5	1	1	0	2	2	0	4	21	25	24	2	23	14	7	13	0	5	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	117	19	27	7	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_Bacteroidetes_bacterium
10496	0	0	0	0	4	80	0	2	0	4	0	0	3	0	0	0	3	0	224	0	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	6	16	0	1	0	0	0	1	0	3	1	0	13	0	0	1	81	0	0	1	0	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_organism
10695	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	26	105	38	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	40	22	46	28	0	10	8	1	2	0	0	0	0	0	0	0	0	0	3	0	65	1	4	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Algimonas
1242	0	0	0	6	0	16	1	0	0	15	1	0	1	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	13	1	0	29	0	1	2	0	0	0	0	28	0	3	0	0	0	43	11	4	159	1	1	30	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	Unassigned
10803	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	2	1	21	9	0	0	0	0	0	0	0	0	8	22	38	91	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	38	32	52	55	9	27	18	16	11	0	0	0	0	0	0	0	0	0	1	0	15	4	0	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium
22341	0	0	0	2	4	10	0	14	0	1	2	0	2	0	1	1	2	1	14	0	29	6	0	0	0	0	0	0	0	0	0	0	1	78	29	0	11	20	53	5	11	22	61	3	2	3	6	5	0	8	5	2	27	19	9	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Pseudophaeobacter
5944	0	0	0	4	22	30	0	4	0	68	9	19	21	0	0	4	8	0	19	0	1	0	5	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	52	2	0	1	26	1	5	39	11	0	0	0	0	0	7	2	11	0	1	0	0	1	0	0	0	6	1	0	1	0	0	0	0	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	Unassigned
10205	0	0	0	0	0	0	1	4	0	1	2	0	0	0	0	5	0	0	31	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	14	13	0	1	4	0	1	1	1	0	13	0	1	0	0	1	114	51	66	20	35	14	32	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	7	1	12	3	3	1	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Cellvibrionales; __Cellvibrionaceae; __uncultured; __uncultured_bacterium
11723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	1	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	3	1	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	8	17	41	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Thiotrichales; __Thiotrichaceae; __Thiothrix
10096	0	0	0	0	0	0	0	0	0	1	1	3	3	0	3	0	0	0	1	5	0	0	1	11	29	1	5	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	10	0	2	3	1	1	0	0	0	0	4	16	28	2	5	0	25	7	1	0	48	178	51	14	1	0	0	0	0	0	8	0	0	3	1	8	3	0	0	0	5	0	0	0	3	1	0	1	0	1	0	0	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Lewinella
11838	2	0	0	3	7	3	0	5	1	4	17	0	0	0	5	3	0	0	6	1	0	0	3	55	11	0	2	0	0	0	1	0	1	19	110	0	2	16	38	0	8	15	21	27	4	14	6	4	0	16	1	3	2	10	4	29	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Marinobacter
2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	63	3	12	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionIII; __FamilyI; __Oscillatoria
19458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	45	130	31	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	82	6	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Deinococcus-Thermus; __Deinococci; __Deinococcales; __Trueperaceae; __Truepera
8986	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	1	0	5	10	32	4	26	19	15	3	1	0	1	15	0	34	8	65	28	0	1	2	4	6	0	0	0	0	0	0	0	0	0	1	0	43	0	0	0	3	0	2	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita
17282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	1	0	0	5	115	53	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	4	2	33	1	187	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Erythrobacteraceae; __Altererythrobacter
22268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	1	6	14	5	3	5	37	18	4	62	12	0	18	3	10	13	5	19	41	20	49	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	8	0	24	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae
11428	0	0	0	3	0	13	0	10	0	5	13	11	5	0	0	2	1	0	14	12	113	7	7	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	1	14	0	4	10	69	9	0	0	0	1	0	9	9	10	9	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Colwelliaceae; __Colwellia; __unidentified
9574	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	37	0	0	418	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Pseudoalteromonadaceae; __uncultured; __uncultured_bacterium
11312	0	0	0	0	1	0	3	0	0	33	1	1	1	0	1	2	2	217	0	16	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	1	0	2	0	0	0	1	2	3	0	23	0	0	1	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Colwelliaceae; __Colwellia; __uncultured_bacterium
16189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	50	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	1	2	3	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Euzebyella
16037	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	13	15	30	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	2	0	0	1	2	0	0	0	5	2	1	0	0	1	0	0	1	0	2	1	0	0	1	0	0	0	4	0	3	1	0	0	2	2	0	5	1	3	7	0	43	48	35	181	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Ulvibacter
8937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae
